customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,source
7783-YKGDV,0,-0.43991649313097614,0,0,-0.8295205827584317,1,2,1,2,2,2,0,0,2,0,1,0,1.1612074931971548,1238.45,1,kaggle
4374-YMUSQ,1,-0.43991649313097614,0,0,0.06632741908223598,1,2,1,2,2,2,2,2,2,1,0,1,1.7112623002521414,3899.05,0,kaggle
4513-CXYIX,0,2.273158691738958,1,0,1.5729808767233588,1,2,1,2,0,0,0,0,0,2,1,1,0.5297246331340278,5676.0,0,kaggle
3957-HHLMR,0,-0.43991649313097614,1,1,1.5322605130033284,1,2,0,2,0,0,0,0,2,1,0,0,0.014567563082529699,4543.15,0,kaggle
7803-XOCCZ,0,-0.43991649313097614,1,1,0.7992939660427822,1,0,1,2,0,2,2,0,0,0,1,0,0.641065032145158,4326.8,0,kaggle
5736-YEJAX,1,-0.43991649313097614,0,1,1.4915401492832983,1,2,0,2,2,2,2,2,0,2,1,1,0.4881797081298748,5502.55,0,kaggle
5609-CEBID,0,2.273158691738958,0,0,-0.5037576729981889,1,2,1,0,2,2,0,0,2,0,1,2,0.9750862291785486,1782.4,1,kaggle
8981-FJGLA,1,-0.43991649313097614,0,1,-0.8702409464784621,1,2,1,0,0,2,0,0,0,0,1,3,0.43998759512505714,851.8,0,kaggle
7218-HKQFK,1,-0.43991649313097614,1,0,-1.2367242199587352,1,0,1,0,0,0,2,2,2,0,1,2,0.9784098231788811,167.5,1,kaggle
4636-QRJKY,0,-0.43991649313097614,1,1,-1.0738427650786138,1,2,1,0,0,0,2,0,0,0,1,2,0.5230774451333633,502.85,1,kaggle
1135-LMECX,0,-0.43991649313097614,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.4926823160681442,19.85,0,kaggle
4332-MUOEZ,1,2.273158691738958,1,1,-0.5037576729981889,1,0,1,2,0,2,2,0,2,1,0,1,0.9817334171792131,1818.3,0,kaggle
8535-SFUTN,1,-0.43991649313097614,0,0,1.1657772395230555,1,2,1,2,0,2,0,2,2,0,1,2,1.3855500882195813,6300.15,0,kaggle
5956-VKDTT,0,2.273158691738958,1,0,-1.1145631287986442,1,2,1,0,0,0,0,0,0,0,1,2,0.31867641411292996,334.8,1,kaggle
8677-HDZEE,0,-0.43991649313097614,0,0,0.9621754209229036,1,2,1,0,2,0,2,2,2,0,1,0,1.3523141482162588,5916.95,0,kaggle
2475-MROZF,1,-0.43991649313097614,0,0,-0.0965540357978854,1,2,1,2,2,2,2,0,0,0,1,1,1.0049985751815391,2852.4,0,kaggle
9412-GHEEC,1,-0.43991649313097614,0,0,0.3106496014024181,1,2,1,0,0,2,2,2,2,0,0,0,1.330710787214099,4131.95,1,kaggle
3482-ABPKK,0,-0.43991649313097614,0,0,-0.1779947632379461,1,0,0,2,0,0,2,0,0,1,0,3,-0.3477041829536853,1546.3,0,kaggle
6705-LXORM,0,2.273158691738958,1,0,-1.1145631287986442,1,0,1,0,0,0,0,0,0,0,0,2,0.17576187209864347,302.6,0,kaggle
0257-ZESQC,0,2.273158691738958,1,0,-0.21871512695797646,1,0,1,2,0,0,0,0,0,0,1,0,0.3469269631157543,1929.35,1,kaggle
7531-GQHME,1,-0.43991649313097614,0,0,-0.8295205827584317,1,0,2,1,1,1,1,1,1,0,0,1,-1.4860351280674797,265.45,0,kaggle
5174-ITUMV,1,-0.43991649313097614,1,1,1.4100994218432374,1,2,1,0,2,2,0,2,2,1,1,2,1.3506523512160928,6989.45,0,kaggle
4109-CYRBD,1,2.273158691738958,1,0,-0.13727439951791576,1,2,0,0,0,0,0,0,0,0,1,2,-0.43744122096265586,1442.0,0,kaggle
0913-XWSCN,1,-0.43991649313097614,1,1,0.9214550572028734,1,2,1,0,0,0,0,0,2,0,0,0,0.6892571451499756,4713.4,0,kaggle
6825-UYPFK,0,-0.43991649313097614,0,0,-0.38159658183809786,1,2,1,0,0,0,0,0,0,0,0,0,0.36022133911708304,1758.6,1,kaggle
8397-MVTAZ,1,-0.43991649313097614,1,0,0.06632741908223598,1,2,1,0,0,2,0,2,2,0,1,2,1.1728400721983174,3480.0,1,kaggle
0750-EBAIU,1,-0.43991649313097614,0,0,0.7992939660427822,1,0,1,2,0,2,0,2,0,1,0,2,0.8803638001690798,4738.3,0,kaggle
8606-CIQUL,1,2.273158691738958,1,1,1.6137012404433893,1,2,1,2,2,2,2,2,2,2,1,1,1.6946443302504801,8399.15,0,kaggle
3571-DPYUH,1,-0.43991649313097614,1,1,1.0436161483629645,1,2,1,0,2,0,2,2,0,1,1,1,0.9950277931805424,5430.35,0,kaggle
7601-GNDYK,1,-0.43991649313097614,1,1,0.10704778280226633,1,0,2,1,1,1,1,1,1,2,0,3,-1.5009913010689746,686.95,0,kaggle
0356-OBMAC,0,2.273158691738958,0,0,0.9621754209229036,1,2,1,0,2,2,2,2,0,2,1,0,1.1678546811978192,5706.3,0,kaggle
8067-NIOYM,0,-0.43991649313097614,1,1,-0.3408762181180675,1,0,2,1,1,1,1,1,1,2,1,1,-1.451137391063991,490.65,0,kaggle
1403-GYAFU,1,-0.43991649313097614,1,1,1.5322605130033284,1,0,2,1,1,1,1,1,1,2,0,1,-1.4860351280674797,1360.25,0,kaggle
4234-XTNEA,1,-0.43991649313097614,0,0,-1.2367242199587352,1,0,1,0,0,0,0,2,0,0,1,2,0.5047976781315361,174.45,0,kaggle
1297-VQDRP,1,2.273158691738958,1,1,1.4508197855632678,1,2,1,0,0,2,2,2,2,1,1,1,1.4088152462219072,7379.8,0,kaggle
9282-IZGQK,0,-0.43991649313097614,0,0,-1.2774445836787656,1,2,1,0,0,0,0,0,2,0,1,2,0.6726391751483144,85.0,1,kaggle
5348-CAGXB,1,-0.43991649313097614,0,0,-0.8295205827584317,1,2,1,0,0,2,0,2,0,0,1,2,0.8238627021634315,1021.75,0,kaggle
0621-HJWXJ,0,-0.43991649313097614,1,0,1.247217966963116,1,2,1,0,2,0,0,0,0,0,1,0,0.5579751821368518,5029.05,0,kaggle
5844-QVTAT,0,-0.43991649313097614,1,1,0.025607055362205634,1,0,0,2,2,2,0,0,0,1,1,3,-0.20977503193989694,1955.4,0,kaggle
8905-IAZPF,0,-0.43991649313097614,1,0,1.4915401492832983,1,0,1,0,2,0,0,2,2,1,1,1,1.0266019361836989,6744.2,0,kaggle
5394-MEITZ,0,-0.43991649313097614,1,1,1.125056875803025,1,0,0,0,2,2,2,2,2,2,1,0,0.5264010391336954,4946.7,0,kaggle
6859-QNXIQ,0,-0.43991649313097614,1,1,1.6137012404433893,1,2,1,2,2,2,2,2,2,2,1,0,1.6065690892416755,8248.5,0,kaggle
2782-LFZVW,0,-0.43991649313097614,0,0,-0.8702409464784621,1,2,0,0,0,0,0,0,2,0,1,3,-0.1931570619382357,601.6,0,kaggle
2866-IKBTM,0,-0.43991649313097614,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.502653098069141,19.55,0,kaggle
1342-JPNKI,1,-0.43991649313097614,0,0,-0.9109613101984924,1,2,1,0,0,0,0,2,0,0,1,0,0.7075369121518029,834.1,1,kaggle
2817-NTQDO,1,-0.43991649313097614,0,0,-0.7888002190384014,0,1,0,2,0,0,2,2,0,0,1,1,-0.6385186579827569,597.0,1,kaggle
7129-AZJDE,1,-0.43991649313097614,1,1,0.06632741908223598,1,0,1,0,0,0,0,0,2,1,1,0,0.47156173812821356,2647.2,0,kaggle
6986-IJDHX,1,-0.43991649313097614,1,1,0.26992923768238775,1,0,1,0,2,0,0,2,0,0,1,3,0.7158458971526335,3266.0,1,kaggle
2560-PPCHE,0,-0.43991649313097614,0,0,1.3286586944031769,1,2,1,0,2,0,2,2,2,1,1,0,1.3390197722149297,6744.25,0,kaggle
4676-MQUEA,1,2.273158691738958,1,0,0.7178532386027215,1,2,1,2,2,2,0,2,0,1,1,0,1.2343265612044643,5265.5,0,kaggle
8138-EALND,1,-0.43991649313097614,0,0,-0.7073594915983407,1,0,2,1,1,1,1,1,1,0,0,3,-1.4960059100684764,311.6,0,kaggle
3580-HYCSP,1,-0.43991649313097614,1,1,1.6137012404433893,1,2,1,2,2,2,0,2,2,2,1,0,1.5135084572323727,7966.9,0,kaggle
1352-HNSAW,0,-0.43991649313097614,1,1,1.6137012404433893,1,2,1,2,2,2,2,2,2,2,1,0,1.6896589392499817,8220.4,0,kaggle
2075-PUEPR,1,-0.43991649313097614,1,1,0.9214550572028734,1,0,2,1,1,1,1,1,1,2,0,0,-1.5093002860698053,1153.25,0,kaggle
1982-FEBTD,0,-0.43991649313097614,1,1,-0.38159658183809786,1,2,2,1,1,1,1,1,1,2,1,1,-1.3015756610490399,514.75,0,kaggle
5301-GAUUY,1,-0.43991649313097614,0,0,-0.015113308357824713,1,2,1,0,2,0,0,0,0,0,1,0,0.5180920541328647,2596.15,1,kaggle
5791-KAJFD,0,-0.43991649313097614,1,1,0.9621754209229036,1,2,0,2,0,2,0,0,2,1,1,0,0.13255515009432434,3808.0,0,kaggle
2654-VBVPB,0,-0.43991649313097614,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,0,-1.491020519067978,19.9,0,kaggle
1154-HYWWO,1,-0.43991649313097614,0,0,0.22920887396235737,1,0,0,2,2,0,2,2,0,1,0,3,0.19404163910047073,2708.2,0,kaggle
2501-XWWTZ,1,-0.43991649313097614,0,0,-0.8702409464784621,1,0,1,0,0,0,0,0,0,0,0,2,0.18074726309914202,760.05,0,kaggle
3716-UVSPD,1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,0,0,0,0,2,0,0,0,1,2,-0.5138838829702976,49.3,0,kaggle
6815-ABQFQ,1,-0.43991649313097614,1,0,0.9621754209229036,1,2,1,0,2,0,2,2,2,1,1,2,1.4121388402222392,6033.3,0,kaggle
7343-EOBEU,1,-0.43991649313097614,1,0,-1.1960038562387048,1,2,2,1,1,1,1,1,1,0,1,3,-1.368047541055685,89.05,0,kaggle
3701-SFMUH,1,-0.43991649313097614,1,1,-1.0331224013585834,1,0,0,2,0,0,0,2,2,0,0,1,0.16412929309748078,516.15,0,kaggle
6103-LIANB,1,-0.43991649313097614,1,1,1.0843365120829946,1,2,1,0,0,2,0,2,2,2,1,1,1.15456030519649,5861.75,0,kaggle
7319-VENRZ,1,-0.43991649313097614,0,0,-1.0331224013585834,1,0,0,0,0,2,2,2,0,0,0,0,-0.015344782920460707,445.95,0,kaggle
5846-NEQVZ,1,-0.43991649313097614,1,1,1.5729808767233588,1,0,0,2,0,2,2,0,2,2,1,1,0.20235062410130134,4973.4,0,kaggle
6967-QIQRV,1,-0.43991649313097614,1,1,-0.7073594915983407,1,0,1,2,0,0,2,2,2,1,0,2,1.2343265612044643,1667.25,0,kaggle
5781-RFZRP,1,-0.43991649313097614,1,0,1.5729808767233588,1,2,0,2,2,0,2,2,0,2,0,1,0.29042586511010604,5357.75,0,kaggle
0939-YAPAF,0,-0.43991649313097614,0,0,0.10704778280226633,1,2,1,0,0,2,0,2,2,0,1,2,1.1794872601989819,3527.6,1,kaggle
0308-IVGOK,0,-0.43991649313097614,0,0,-0.8702409464784621,0,1,0,0,2,2,2,0,0,1,1,1,-0.8096837489998675,422.6,0,kaggle
7293-LSCDV,0,-0.43991649313097614,1,1,1.125056875803025,1,0,2,1,1,1,1,1,1,2,1,1,-1.5126238800701375,1103.25,0,kaggle
7025-WCBNE,1,2.273158691738958,0,0,0.5956921474426305,1,2,0,0,2,0,2,0,0,2,0,0,-0.17155370093607614,2754.0,0,kaggle
5756-JYOJT,0,-0.43991649313097614,0,0,-0.8702409464784621,1,0,0,0,0,2,2,0,2,1,0,1,0.004596781081533054,697.25,0,kaggle
4710-FDUIZ,1,-0.43991649313097614,1,0,0.9621754209229036,1,2,1,0,2,0,0,2,2,1,0,1,1.1811490571991479,5614.45,1,kaggle
6030-REHUX,0,2.273158691738958,1,0,-0.1779947632379461,1,2,1,0,2,2,2,2,2,0,1,2,1.5317882242341998,3204.4,0,kaggle
9548-LIGTA,1,-0.43991649313097614,1,0,1.1657772395230555,1,0,0,2,2,0,2,2,2,2,1,3,0.5413572121351905,4747.65,0,kaggle
5150-LJNSR,1,-0.43991649313097614,1,1,-0.055833672077855064,1,2,1,2,0,2,0,2,0,1,0,0,1.1063681921916724,3082.1,0,kaggle
8270-RKSAP,1,-0.43991649313097614,0,0,-0.9516816739185228,1,0,1,0,0,0,0,0,0,0,1,2,0.19071804510013865,597.9,0,kaggle
6522-YRBXD,1,2.273158691738958,1,0,0.10704778280226633,1,2,1,2,2,0,0,0,2,0,1,2,0.9900424021800438,3365.4,0,kaggle
2640-LYMOV,1,-0.43991649313097614,0,0,-1.2367242199587352,1,0,2,1,1,1,1,1,1,0,1,3,-1.4993295040688086,38.8,0,kaggle
1218-VKFPE,0,-0.43991649313097614,1,1,-0.8295205827584317,1,0,2,1,1,1,1,1,1,0,0,3,-1.5209328650709681,233.55,1,kaggle
3627-FHKBK,0,-0.43991649313097614,0,0,-1.2774445836787656,1,0,1,2,0,0,0,0,0,0,0,3,0.3502505571160864,75.3,1,kaggle
2865-TCHJW,0,2.273158691738958,0,0,-1.1552834925186746,1,2,1,0,0,2,0,2,0,0,1,2,0.8122301231622688,346.2,1,kaggle
1423-BMPBQ,0,-0.43991649313097614,1,1,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,1,3,-1.5209328650709681,19.0,0,kaggle
2393-DIVAI,0,-0.43991649313097614,0,0,-1.1960038562387048,1,0,2,1,1,1,1,1,1,0,1,3,-1.4876969250676457,61.7,0,kaggle
5192-EBGOV,0,2.273158691738958,0,0,-1.2774445836787656,1,2,1,0,0,0,0,2,0,0,1,2,0.6959043331506402,85.7,1,kaggle
4568-KNYWR,1,-0.43991649313097614,0,0,0.7992939660427822,1,0,0,2,2,0,0,2,0,2,1,1,-0.0502425199239492,3342.45,0,kaggle
8752-IMQOS,1,-0.43991649313097614,1,1,-1.1145631287986442,1,0,2,1,1,1,1,1,1,1,0,3,-1.4843733310673135,85.1,0,kaggle
0742-LAFQK,1,-0.43991649313097614,1,0,1.6137012404433893,1,2,1,2,2,2,0,0,2,2,1,2,1.1429277261953275,7422.1,0,kaggle
0795-LAFGP,1,-0.43991649313097614,1,1,1.5729808767233588,1,2,0,2,2,2,2,2,2,2,0,2,0.8521132511662559,6668.05,0,kaggle
0619-OLYUR,1,-0.43991649313097614,1,0,1.6137012404433893,1,2,1,2,0,2,2,2,2,2,1,1,1.5666859612376889,8071.05,0,kaggle
5512-IDZEI,1,-0.43991649313097614,1,1,0.5549717837226001,1,2,2,1,1,1,1,1,1,1,0,2,-1.3248408190513656,1174.8,0,kaggle
0459-SPZHJ,1,-0.43991649313097614,1,1,1.247217966963116,1,2,0,2,2,2,0,2,2,2,0,1,0.6227852651433307,5435.0,0,kaggle
0215-BQKGS,1,-0.43991649313097614,0,0,-0.0965540357978854,1,0,1,2,2,2,0,0,0,0,1,1,0.6493740171459885,2438.6,0,kaggle
9244-ZVAPM,1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,0,3,-0.6368568609825906,45.6,0,kaggle
0719-SYFRB,0,-0.43991649313097614,0,0,-0.8295205827584317,1,2,0,2,0,2,2,0,0,0,1,3,-0.10342002392926519,713.75,1,kaggle
8208-EUMTE,1,-0.43991649313097614,0,0,-0.6666391278783103,0,1,0,2,2,2,2,2,0,2,0,3,-0.32942441595185784,916.15,0,kaggle
5172-MIGPM,1,-0.43991649313097614,0,0,-1.1552834925186746,1,2,0,0,0,0,2,0,2,0,0,3,0.02620014208369237,237.2,0,kaggle
1710-RCXUS,1,-0.43991649313097614,1,0,0.758573602322752,1,2,1,0,2,0,0,0,2,1,1,1,0.8504514541660894,4614.55,0,kaggle
0374-FIUCA,1,-0.43991649313097614,1,0,1.3286586944031769,1,0,2,1,1,1,1,1,1,2,1,1,-1.4744025490663168,1414.45,0,kaggle
5839-SUYVZ,1,-0.43991649313097614,0,0,-0.6666391278783103,1,0,1,0,0,0,2,0,0,0,1,1,0.32532360211359457,1170.5,0,kaggle
5173-ZXXXL,1,-0.43991649313097614,0,0,-1.2367242199587352,1,0,2,1,1,1,1,1,1,1,0,3,-1.4893587220678117,47.7,0,kaggle
1096-ADRUX,0,-0.43991649313097614,1,1,1.369379058123207,1,2,1,0,0,0,0,0,0,1,1,0,0.3153528201125979,4859.25,0,kaggle
2001-MCUUW,1,-0.43991649313097614,0,0,0.5549717837226001,1,2,1,0,2,2,2,2,2,2,0,2,1.4586691562268908,4903.2,0,kaggle
2731-GJRDG,0,-0.43991649313097614,0,0,-0.015113308357824713,1,2,1,2,0,2,2,2,2,1,1,0,1.4885815022298807,3608.0,0,kaggle
4723-BEGSG,1,-0.43991649313097614,1,0,1.6137012404433893,1,2,0,2,0,2,2,2,2,2,0,1,0.7274784761537967,6094.25,0,kaggle
6516-NKQBO,1,-0.43991649313097614,1,1,0.22920887396235737,1,0,0,2,0,2,2,2,2,2,0,1,0.5396954151350245,3084.9,0,kaggle
8672-OAUPW,1,-0.43991649313097614,0,1,0.758573602322752,1,0,0,0,0,0,2,0,0,1,0,1,-0.562075995975115,2356.75,0,kaggle
8207-DMRVL,1,-0.43991649313097614,1,1,1.6137012404433893,1,2,1,2,2,2,2,2,2,2,0,0,1.654761202246493,8306.05,0,kaggle
3419-SNJJD,0,2.273158691738958,1,0,1.3286586944031769,1,2,1,2,0,2,0,2,2,0,0,0,1.3456669602155942,6786.4,1,kaggle
6543-CPZMK,1,-0.43991649313097614,1,1,-0.9516816739185228,0,1,0,0,2,0,0,0,0,0,1,2,-1.156999322034587,248.95,1,kaggle
4765-OXPPD,0,-0.43991649313097614,1,1,-0.9516816739185228,1,0,0,2,2,2,2,0,0,0,0,3,0.00792037508186511,663.05,1,kaggle
2804-ETQDK,1,-0.43991649313097614,0,1,1.369379058123207,1,0,2,1,1,1,1,1,1,2,0,3,-1.4694171580658184,1357.1,0,kaggle
6689-VRRTK,0,2.273158691738958,0,0,0.47353105628253944,1,2,1,2,2,2,0,2,2,1,1,1,1.4968904872307114,4860.35,0,kaggle
7138-GIRSH,1,-0.43991649313097614,0,0,0.7178532386027215,1,2,0,0,0,2,2,0,2,2,0,0,0.1574821050968162,3418.2,0,kaggle
9396-ZSFLL,0,-0.43991649313097614,0,0,-0.7073594915983407,1,2,0,0,0,0,0,0,0,0,0,3,-0.5288400559717926,631.4,0,kaggle
6464-KEXXH,1,-0.43991649313097614,0,0,-0.9924020376385531,0,1,0,0,0,0,0,0,0,0,1,1,-1.3132082400502028,186.3,0,kaggle
7134-MJPDY,0,2.273158691738958,0,0,1.369379058123207,1,2,1,0,0,2,2,2,2,1,1,1,1.2659007042076202,6976.75,0,kaggle
5240-CAOYT,0,-0.43991649313097614,0,0,1.002895784642934,1,2,1,2,2,0,2,0,0,0,1,0,0.7573908221567865,4884.85,0,kaggle
4059-IIEBK,0,-0.43991649313097614,0,0,-1.0331224013585834,1,2,1,0,2,0,0,0,0,0,1,0,0.4582673621268844,522.95,0,kaggle
4881-JVQOD,1,2.273158691738958,1,1,-0.9109613101984924,0,1,0,0,0,0,0,0,2,0,1,0,-1.004113998019304,362.6,0,kaggle
0516-UXRMT,0,-0.43991649313097614,0,0,1.2064976032430856,1,2,1,2,2,2,0,0,0,1,1,2,0.9069525521717376,5755.8,0,kaggle
4851-BQDNX,1,-0.43991649313097614,1,1,0.3106496014024181,1,0,1,0,0,2,0,2,0,1,1,2,0.6743009721484804,3355.65,0,kaggle
5148-HKFIR,0,-0.43991649313097614,0,0,-0.5037576729981889,1,0,2,1,1,1,1,1,1,2,0,3,-1.4976677070686424,406.95,0,kaggle
1009-IRMNA,0,-0.43991649313097614,0,0,-1.0331224013585834,1,0,2,1,1,1,1,1,1,0,0,0,-1.4876969250676457,137.6,1,kaggle
3003-CMDUU,0,-0.43991649313097614,1,0,-0.30015585439803716,1,0,1,0,0,0,2,2,2,0,1,2,1.0099839661820376,2395.7,0,kaggle
5016-IBERQ,1,-0.43991649313097614,1,0,-0.38159658183809786,1,2,1,0,2,2,0,0,0,0,0,2,0.6477122201458225,1968.1,0,kaggle
6797-UCJHZ,0,2.273158691738958,1,0,1.369379058123207,1,2,1,0,2,2,0,2,2,1,0,1,1.3240635992134344,6819.45,0,kaggle
2469-DTSGX,0,2.273158691738958,0,0,1.6137012404433893,1,2,1,0,2,2,2,2,2,2,0,2,1.5583769762368582,7943.45,0,kaggle
4554-YGZIH,1,2.273158691738958,1,0,0.6771328748826912,1,2,1,0,2,0,0,0,2,0,0,1,0.8404806721650927,4547.25,1,kaggle
5099-BAILX,1,2.273158691738958,1,1,0.43281069256250915,1,2,1,0,2,2,2,2,2,0,1,0,1.5284646302338678,4687.9,1,kaggle
9931-KGHOA,0,-0.43991649313097614,1,0,0.5549717837226001,1,2,0,2,0,0,0,0,0,0,0,0,-0.3244390249513595,2473.95,0,kaggle
1775-KWJKQ,1,-0.43991649313097614,1,1,1.6137012404433893,1,2,0,2,2,2,2,2,2,2,0,1,0.8338334841644282,6562.9,0,kaggle
7665-VIGUD,1,-0.43991649313097614,0,0,-0.9109613101984924,1,0,2,1,1,1,1,1,1,1,0,3,-1.4760643460664828,176.3,0,kaggle
9411-TPQQV,0,-0.43991649313097614,0,0,0.3106496014024181,0,1,0,2,0,0,2,2,2,1,1,0,-0.3393951979528547,2236.2,0,kaggle
7207-RMRDB,0,-0.43991649313097614,1,1,1.3286586944031769,1,2,1,0,2,2,0,2,2,0,1,2,1.3539759452164248,6985.65,1,kaggle
7954-MLBUN,1,-0.43991649313097614,0,0,-0.055833672077855064,1,0,1,0,0,2,2,2,2,2,0,0,1.1528985081963241,3109.9,0,kaggle
2077-DDHJK,0,-0.43991649313097614,1,0,1.4508197855632678,1,2,0,2,2,2,2,0,0,2,0,1,0.20401242110146783,4911.35,0,kaggle
4913-EHYUI,1,2.273158691738958,1,1,0.9621754209229036,1,2,1,2,0,2,0,2,2,1,1,0,1.3224018022132684,5794.65,1,kaggle
0195-IESCP,1,-0.43991649313097614,1,0,-0.9109613101984924,1,2,1,0,0,0,0,0,2,0,1,2,0.6809481601491449,855.3,1,kaggle
9574-BOSMD,1,-0.43991649313097614,1,1,1.4508197855632678,1,2,2,1,1,1,1,1,1,2,0,0,-1.3082228490497045,1620.2,0,kaggle
4580-TMHJU,0,-0.43991649313097614,1,1,0.43281069256250915,1,0,0,0,0,0,0,2,0,0,0,2,-0.28621769394753876,2499.3,1,kaggle
0970-ETWGE,1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,1,0,0,0,0,2,2,0,1,2,0.8238627021634315,89.55,1,kaggle
4908-XAXAY,0,2.273158691738958,0,0,0.6771328748826912,1,0,1,0,2,2,0,0,2,1,1,0,0.8338334841644282,4287.2,0,kaggle
8404-VLQFB,0,-0.43991649313097614,1,1,-0.7073594915983407,1,2,2,1,1,1,1,1,1,0,1,2,-1.3132082400502028,394.85,0,kaggle
1626-ERCMM,1,2.273158691738958,1,0,-0.5037576729981889,1,2,1,0,0,0,0,2,2,0,1,2,0.9900424021800438,1899.65,1,kaggle
0887-HJGAR,1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,1,3,-0.6335332669822583,45.7,1,kaggle
2391-IPLOP,1,-0.43991649313097614,1,1,0.7178532386027215,1,2,0,0,0,2,2,2,0,1,1,2,0.16246749609731476,3442.15,0,kaggle
5644-PDMZC,0,2.273158691738958,0,0,-1.2367242199587352,1,2,1,0,2,0,0,0,2,0,0,2,0.8222009051632655,161.5,1,kaggle
3509-GWQGF,1,2.273158691738958,0,0,-0.3408762181180675,1,0,1,0,0,0,0,0,0,0,0,1,0.17410007509847744,1732.6,0,kaggle
9576-ANLXO,0,-0.43991649313097614,0,0,-1.1960038562387048,1,0,1,0,0,0,0,0,0,0,1,0,0.15914390209698223,222.3,1,kaggle
2024-BASKD,0,-0.43991649313097614,0,0,-1.2774445836787656,1,0,1,0,0,2,0,0,0,0,1,3,0.32698539911376057,74.6,1,kaggle
5845-BZZIB,1,-0.43991649313097614,1,1,0.10704778280226633,1,0,2,1,1,1,1,1,1,2,0,3,-1.4843733310673135,655.3,0,kaggle
1140-UKVZG,0,-0.43991649313097614,0,0,-0.62591876415828,1,2,2,1,1,1,1,1,1,0,0,3,-1.328164413051698,475.25,0,kaggle
4160-AMJTL,0,2.273158691738958,0,0,-0.9924020376385531,1,0,2,1,1,1,1,1,1,0,0,2,-1.4993295040688086,164.3,1,kaggle
5183-SNMJQ,1,-0.43991649313097614,0,0,-0.9109613101984924,1,0,1,0,0,0,2,2,2,0,1,1,1.0083221691818711,865.1,0,kaggle
8100-PNJMH,1,-0.43991649313097614,1,1,1.4508197855632678,1,2,0,2,2,2,2,2,2,2,1,1,0.8005975441611056,6132.7,0,kaggle
7838-LAZFO,1,-0.43991649313097614,1,0,0.5142514200025698,1,0,0,2,2,2,0,2,2,1,0,0,0.466576347127715,3597.5,0,kaggle
4464-JCOLN,1,-0.43991649313097614,1,1,-1.2367242199587352,1,0,2,1,1,1,1,1,1,1,0,3,-1.4926823160681442,35.9,1,kaggle
2085-JVGAD,1,-0.43991649313097614,1,0,0.18848851024232702,1,0,2,1,1,1,1,1,1,0,0,0,-1.4760643460664828,697.65,0,kaggle
5650-VDUDS,0,-0.43991649313097614,0,0,-1.1552834925186746,0,1,0,0,0,0,0,0,0,0,1,3,-1.3464441800535252,96.05,1,kaggle
8095-WANWK,0,-0.43991649313097614,0,0,-0.9109613101984924,1,0,0,0,0,0,0,0,0,0,0,3,-0.6484894399837535,428.7,0,kaggle
3030-ZKIWL,1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.4860351280674797,20.05,0,kaggle
9565-FLVCG,1,-0.43991649313097614,1,1,1.3286586944031769,1,2,0,2,2,0,0,0,2,2,1,3,0.15914390209698223,4459.15,0,kaggle
8755-OGKNA,0,-0.43991649313097614,1,1,1.002895784642934,1,0,2,1,1,1,1,1,1,2,0,0,-1.504314895069307,1167.6,0,kaggle
2800-VEQXM,0,-0.43991649313097614,0,0,-1.1960038562387048,1,0,1,0,0,2,0,0,0,0,1,3,0.3319707901142591,238.1,0,kaggle
7538-GWHML,0,-0.43991649313097614,0,0,-1.2367242199587352,1,0,1,0,0,0,0,0,0,0,0,2,0.16246749609731476,145.15,1,kaggle
5533-RJFTJ,1,-0.43991649313097614,0,0,0.6771328748826912,0,1,0,0,0,2,0,0,0,0,1,0,-1.1486903370337564,1453.1,0,kaggle
3859-CVCET,0,-0.43991649313097614,0,0,-1.1552834925186746,1,0,0,0,0,0,0,0,0,0,0,3,-0.6351950639824246,191.05,1,kaggle
0214-JHPFW,0,-0.43991649313097614,1,0,1.5322605130033284,0,1,0,0,2,2,2,2,2,2,0,0,-0.23137839294205673,4039.3,0,kaggle
5642-MHDQT,0,-0.43991649313097614,1,1,0.8400143297628127,1,0,2,1,1,1,1,1,1,1,1,0,-1.4926823160681442,1039.45,0,kaggle
3088-FVYWK,1,-0.43991649313097614,1,1,0.8400143297628127,1,2,2,1,1,1,1,1,1,2,0,1,-1.303237458049206,1336.1,0,kaggle
3276-HDUEG,0,-0.43991649313097614,0,0,-1.2774445836787656,1,2,1,0,0,0,0,0,0,0,1,3,0.3419415721152558,75.05,1,kaggle
9092-GDZKO,1,-0.43991649313097614,0,0,-0.4223169455581282,1,2,2,1,1,1,1,1,1,0,1,1,-1.3265026160515319,493.4,0,kaggle
